"date","open","high","low","close","volume"
"2026-06-10T17:44:00Z","728.14","728.3","727.86","727.96","70189"
"2026-06-10T17:45:00Z","727.97","728.5","727.88","728.47","57584"
"2026-06-10T17:46:00Z","728.46","730.05","728.46","729.93","197691"
"2026-06-10T17:47:00Z","729.97","729.97","729.28","729.8","84932"
"2026-06-10T17:48:00Z","729.81","730.52","729.45","730.49","78580"
"2026-06-10T17:49:00Z","730.47","730.65","730.01","730.34","63035"
"2026-06-10T17:50:00Z","730.33","730.55","729.13","729.94","257855"
"2026-06-10T17:51:00Z","729.92","730.23","729.57","729.99","74662"
"2026-06-10T17:52:00Z","729.99","730.0","729.02","729.08","57294"
"2026-06-10T17:53:00Z","729.07","729.44","728.97","729.42","37211"
"2026-06-10T17:54:00Z","729.45","730.03","729.36","729.98","61345"
"2026-06-10T17:55:00Z","729.99","730.59","729.81","730.4","71175"
"2026-06-10T17:56:00Z","730.4","730.8","730.18","730.77","44365"
"2026-06-10T17:57:00Z","730.76","730.77","730.04","730.09","75349"
"2026-06-10T17:58:00Z","730.08","730.66","730.03","730.6","55472"
"2026-06-10T17:59:00Z","730.59","730.74","730.48","730.66","41353"
"2026-06-10T18:00:00Z","730.69","731.27","730.68","730.84","103564"
"2026-06-10T18:01:00Z","730.81","730.91","730.52","730.74","94259"
"2026-06-10T18:02:00Z","730.73","731.18","730.68","731.09","67260"
"2026-06-10T18:03:00Z","731.09","731.6","731.0","731.45","96316"
"2026-06-10T18:04:00Z","731.45","731.77","731.33","731.69","61041"
"2026-06-10T18:05:00Z","731.68","731.75","731.32","731.52","84593"
"2026-06-10T18:06:00Z","731.47","731.66","731.16","731.29","56800"
"2026-06-10T18:07:00Z","731.27","731.28","730.62","730.62","89416"
"2026-06-10T18:08:00Z","730.63","731.26","730.47","731.13","89016"
"2026-06-10T18:09:00Z","731.14","731.14","730.47","730.5","88778"
"2026-06-10T18:10:00Z","730.52","731.03","730.47","730.76","32185"
"2026-06-10T18:11:00Z","730.74","730.86","730.62","730.82","16007"
"2026-06-10T18:12:00Z","730.85","731.24","730.8","731.05","37895"
"2026-06-10T18:13:00Z","731.07","731.07","730.45","730.56","52034"
"2026-06-10T18:14:00Z","730.57","730.77","730.54","730.75","25547"
"2026-06-10T18:15:00Z","730.72","731.19","730.68","731.04","46060"
"2026-06-10T18:16:00Z","731.07","731.25","730.83","730.92","58149"
"2026-06-10T18:17:00Z","730.94","730.94","730.15","730.15","56078"
"2026-06-10T18:18:00Z","730.16","730.34","729.43","729.67","92772"
"2026-06-10T18:19:00Z","729.73","730.03","729.64","729.8","55936"
"2026-06-10T18:20:00Z","729.79","730.14","729.79","730.05","53863"
"2026-06-10T18:21:00Z","730.04","730.42","729.73","729.74","86802"
"2026-06-10T18:22:00Z","729.74","729.75","729.32","729.44","62611"
"2026-06-10T18:23:00Z","729.5","729.96","729.41","729.83","80384"
"2026-06-10T18:24:00Z","729.84","730.06","729.71","729.92","76038"
"2026-06-10T18:25:00Z","729.94","729.94","729.42","729.62","53838"
"2026-06-10T18:26:00Z","729.61","729.92","729.49","729.72","64013"
"2026-06-10T18:27:00Z","729.73","729.81","729.49","729.66","47506"
"2026-06-10T18:28:00Z","729.63","730.11","729.62","729.84","54037"
